game_id,patch,league,team1,team2,winner,team1_picks,team2_picks,team1_bans,team2_bans
LOLTMNT03_179647,15.01,LFL2,Blue,Red,Red,"['Maokai', 'Jinx', 'Leona', 'Hwei', 'Gnar']","['Varus', 'Ivern', 'Braum', 'Renekton', 'Orianna']","['Vi', 'Skarner', 'Corki', ""K'Sante"", 'Sylas']","['Yone', 'Viktor', 'Aurora', 'Nocturne', 'Jarvan IV']"
LOLTMNT06_96134,15.01,LFL2,Blue,Red,Blue,"['Varus', ""K'Sante"", 'Ivern', 'Azir', 'Rell']","['Corki', 'Sejuani', 'Renekton', 'Orianna', 'Nautilus']","['Kalista', 'Aurora', 'Skarner', 'Akali', 'Ziggs']","['Fiora', 'Nocturne', 'Ashe', 'Leona', 'Yone']"
LOLTMNT06_95160,15.01,LFL2,Blue,Red,Red,"['Corki', 'Skarner', 'Alistar', 'Aurora', 'Aatrox']","['Varus', 'Rell', 'Kayn', 'Taliyah', 'Gwen']","['Irelia', 'Leona', 'Ivern', 'Sylas', 'Olaf']","['Viktor', 'Caitlyn', ""K'Sante"", 'Zed', 'Hwei']"
LOLTMNT03_178705,15.01,LFL2,Blue,Red,Red,"['Viktor', 'Skarner', 'Ezreal', 'Nautilus', 'Jayce']","['Wukong', 'Varus', 'Ahri', 'Rakan', ""K'Sante""]","['Kalista', 'Sejuani', 'Vi', 'Fiora', 'Ambessa']","['Akali', 'Aurora', 'Maokai', 'Olaf', 'Renekton']"
11715-11715_game_1,15.01,LPL,Blue,Red,Blue,"['Ashe', 'Aurora', 'Braum', ""K'Sante"", 'Viego']","['Varus', 'Nocturne', 'Orianna', 'Neeko', 'Gnar']","['Jayce', 'Poppy', 'Rumble', 'Rakan', 'Rell']","['Skarner', 'Vi', 'Kalista', 'Xin Zhao', 'Wukong']"
11715-11715_game_2,15.01,LPL,Blue,Red,Red,"['Rumble', 'Rell', 'Jhin', 'Maokai', 'Ambessa']","['Jayce', 'Miss Fortune', 'Wukong', 'Rakan', 'Viktor']","['Caitlyn', 'Vi', 'Xin Zhao', 'Poppy', 'Alistar']","['Kalista', 'Skarner', 'Corki', 'Sejuani', 'Yone']"
LOLTMNT06_96169,15.01,LFL2,Blue,Red,Blue,"['Skarner', 'Ashe', 'Orianna', 'Ornn', 'Rakan']","['Wukong', 'Varus', 'LeBlanc', 'Renekton', 'Rell']","['Zed', 'Aphelios', 'Maokai', 'Aatrox', ""K'Sante""]","['Viktor', 'Corki', 'Aurora', 'Rumble', 'Gnar']"
11715-11715_game_3,15.01,LPL,Blue,Red,Red,"['Leona', 'Zyra', 'Yone', 'Ziggs', 'Aatrox']","['Jax', 'Sejuani', 'Jinx', 'Poppy', 'Sylas']","['Vi', 'Caitlyn', 'Xin Zhao', 'Akali', 'Alistar']","['Skarner', 'Kalista', 'Corki', ""Kai'Sa"", 'Renekton']"
LOLTMNT06_95187,15.01,LFL2,Blue,Red,Blue,"['Varus', 'Maokai', 'Orianna', 'Rell', 'Xin Zhao']","['Ashe', 'Sejuani', 'Hwei', ""K'Sante"", 'Milio']","['Kalista', 'Skarner', 'Vi', 'Renekton', 'Braum']","['Yone', 'Aurora', 'Viktor', 'Nocturne', 'Poppy']"
LOLTMNT06_96178,15.01,LFL2,Blue,Red,Blue,"['Aurora', 'Corki', 'Garen', 'Vi', 'Rell']","['Wukong', ""K'Sante"", 'Orianna', 'Zeri', 'Alistar']","['Kalista', 'Skarner', 'Varus', 'Ezreal', 'Rakan']","['Fiora', 'Ivern', 'Viktor', 'Maokai', 'Nocturne']"
LOLTMNT06_96180,15.01,LFL2,Blue,Red,Blue,"['Corki', ""K'Sante"", 'Rell', 'Karthus', 'Sivir']","['Varus', 'Vi', 'Ahri', 'Ambessa', 'Alistar']","['Viktor', 'Wukong', 'Olaf', 'Poppy', 'Gwen']","['Kayn', 'Aurora', 'Ivern', 'Hwei', 'Taliyah']"
LOLTMNT03_180614,15.01,LCKC,Blue,Red,Red,"['Corki', ""K'Sante"", 'Maokai', 'Jhin', 'Leona']","['Jayce', 'Sejuani', 'Taliyah', 'Caitlyn', 'Braum']","['Viktor', 'Kalista', 'Varus', 'Ezreal', 'Poppy']","['Skarner', 'Zyra', 'Ashe', 'Miss Fortune', 'Azir']"
LOLTMNT03_180626,15.01,LCKC,Blue,Red,Blue,"['Viktor', 'Wukong', 'Ezreal', 'Rell', 'Renekton']","['Varus', 'Vi', 'Akali', 'Rakan', 'Gnar']","['Ambessa', 'Poppy', 'Azir', 'Jax', 'Neeko']","['Skarner', 'Kalista', 'Rumble', 'Karma', 'Alistar']"
LOLTMNT03_180652,15.01,LCKC,Blue,Red,Red,"['Corki', 'Maokai', 'Leona', 'Ivern', 'Tristana']","['Viktor', ""K'Sante"", 'Varus', 'Viego', 'Rell']","['Kalista', 'Ashe', 'Aurora', 'Vi', 'Wukong']","['Skarner', 'Ziggs', ""Kog'Maw"", 'Zyra', 'Akali']"
LOLTMNT03_180657,15.01,LCKC,Blue,Red,Red,"['Rumble', 'Azir', 'Wukong', 'Miss Fortune', 'Alistar']","['Aurora', 'Vi', ""Kai'Sa"", 'Camille', 'Nautilus']","['Kalista', 'Ashe', 'Ambessa', 'Ornn', 'Rakan']","['Skarner', 'Ziggs', 'Sejuani', 'Xayah', 'Jhin']"
11716-11716_game_1,15.01,LPL,Blue,Red,Blue,"['Kalista', 'Neeko', ""K'Sante"", 'Pantheon', 'Vladimir']","['Rumble', 'Vi', 'Aurora', 'Ezreal', 'Leona']","['Galio', 'Nocturne', 'Varus', 'Corki', 'Miss Fortune']","['Skarner', 'Ashe', 'Renata Glasc', 'Akali', 'Viktor']"
LOLTMNT03_180680,15.01,LCKC,Blue,Red,Red,"['Aurora', 'Ezreal', 'Jayce', 'Vi', 'Rakan']","['Varus', 'Azir', 'Viego', 'Jax', 'Rell']","[""K'Sante"", 'Rumble', 'Poppy', 'Ambessa', 'Maokai']","['Skarner', 'Viktor', 'Nocturne', 'Xin Zhao', 'Wukong']"
11716-11716_game_2,15.01,LPL,Blue,Red,Blue,"['Wukong', 'Akali', 'Rakan', 'Gnar', ""Kai'Sa""]","['Corki', 'Rell', 'Taliyah', 'Renekton', 'Lee Sin']","['Jayce', 'Renata Glasc', 'Poppy', 'Xin Zhao', 'Jax']","['Skarner', 'Ashe', 'Varus', 'Miss Fortune', 'Gragas']"
LOLTMNT03_181730,15.01,LCKC,Blue,Red,Red,"[""K'Sante"", 'Akali', 'Wukong', 'Smolder', 'Maokai']","['Yone', 'Sejuani', 'Rumble', 'Poppy', ""Kai'Sa""]","['Skarner', 'Viktor', 'Ashe', 'Caitlyn', 'Xayah']","['Zyra', 'Kalista', 'Corki', 'Miss Fortune', 'Jhin']"
11716-11716_game_3,15.01,LPL,Blue,Red,Red,"['Ashe', 'Braum', 'Yone', 'Volibear', 'Jax']","['Viktor', 'Xin Zhao', 'Varus', 'Karma', 'Gragas']","['Sejuani', 'Nocturne', 'Poppy', 'Udyr', 'Lulu']","['Skarner', 'Renata Glasc', 'Ambessa', 'Zac', 'Zyra']"
LOLTMNT03_181763,15.01,LCKC,Blue,Red,Red,"['Corki', 'Ashe', 'Lee Sin', 'Braum', 'Ornn']","['Kalista', 'Xin Zhao', 'Taliyah', 'Gragas', 'Taric']","['Skarner', 'Viktor', 'Renekton', 'Neeko', 'Pyke']","['Zyra', 'Ambessa', 'Galio', 'Gnar', 'Renata Glasc']"
11716-11716_game_4,15.01,LPL,Blue,Red,Red,"['Ambessa', 'Sylas', 'Sejuani', 'Lulu', 'Twitch']","['Poppy', 'Azir', 'Viego', 'Jinx', 'Blitzcrank']","['Udyr', 'Maokai', 'Caitlyn', 'Renata Glasc', 'Pyke']","['Skarner', 'Miss Fortune', 'Nocturne', 'Draven', 'Nautilus']"
LOLTMNT03_182166,15.01,LCKC,Blue,Red,Red,"['Corki', 'Zyra', 'Varus', 'Nautilus', 'Gragas']","['Ashe', 'Azir', 'Viego', 'Ornn', 'Rell']","['Nocturne', ""K'Sante"", 'Sejuani', 'Leona', 'Braum']","['Viktor', 'Skarner', 'Kalista', 'Renekton', 'Ambessa']"
LOLTMNT03_182173,15.01,LCKC,Blue,Red,Blue,"['Kalista', 'Vi', 'Aurora', 'Leona', 'Camille']","['Caitlyn', 'Neeko', 'Ambessa', 'Orianna', 'Wukong']","['Poppy', 'Kindred', ""K'Sante"", 'Braum', 'Xin Zhao']","['Skarner', 'Viktor', 'Nocturne', 'Renekton', 'Pyke']"
11717-11717_game_1,15.01,LPL,Blue,Red,Red,"['Ashe', 'Braum', 'Viego', 'Jax', 'Orianna']","['Neeko', ""K'Sante"", 'Kalista', 'Aurora', 'Vi']","['Skarner', 'Nocturne', 'Varus', 'Wukong', 'Xin Zhao']","['Viktor', 'Corki', 'Rumble', 'Galio', 'Jayce']"
11717-11717_game_2,15.01,LPL,Blue,Red,Blue,"['Varus', 'Ambessa', 'Nautilus', 'Akali', 'Lee Sin']","['Jayce', 'Miss Fortune', 'Wukong', 'Sylas', 'Rakan']","['Nocturne', 'Skarner', 'Galio', 'Leona', 'Rell']","['Viktor', 'Corki', 'Rumble', 'LeBlanc', 'Kindred']"
LOLTMNT03_183141,15.01,LCKC,Blue,Red,Blue,"['Skarner', 'Azir', 'Ambessa', 'Corki', 'Renata Glasc']","[""K'Sante"", 'Aurora', 'Nocturne', 'Rakan', 'Aphelios']","['Poppy', 'Varus', 'Ashe', ""Kai'Sa"", 'Caitlyn']","['Viktor', 'Zyra', 'Kalista', 'Xayah', 'Ezreal']"
11717-11717_game_3,15.01,LPL,Blue,Red,Red,"['Gnar', 'Rell', 'Jinx', 'Sejuani', 'Taliyah']","['Xin Zhao', 'Renekton', 'Ahri', 'Aphelios', 'Thresh']","['Viktor', 'LeBlanc', 'Galio', ""Kai'Sa"", 'Jhin']","['Skarner', 'Corki', 'Rumble', 'Yone', 'Tristana']"
LOLTMNT03_183156,15.01,LCKC,Blue,Red,Red,"['Ezreal', 'Jax', 'Sejuani', 'Akali', 'Leona']","['Rumble', 'Vi', 'Jhin', 'Poppy', 'Galio']","['Yone', 'Viktor', 'Zyra', 'Ahri', 'LeBlanc']","['Kalista', 'Varus', 'Ashe', 'Karma', 'Orianna']"
11717-11717_game_4,15.01,LPL,Blue,Red,Red,"['Corki', 'Leona', 'Nidalee', 'Udyr', 'Sivir']","['Yone', 'Karthus', 'Alistar', 'Tristana', 'Aatrox']","['Viktor', 'LeBlanc', 'Galio', ""Kai'Sa"", 'Jhin']","['Skarner', 'Ezreal', 'Rumble', 'Xayah', 'Ziggs']"
LOLTMNT03_182386,15.01,LVP SL,Blue,Red,Blue,"['Wukong', 'Ezreal', 'Orianna', 'Rumble', 'Alistar']","['Varus', 'Sejuani', ""K'Sante"", 'Rell', 'Hwei']","['Ivern', 'Maokai', 'Aurora', 'Sylas', 'Poppy']","['Skarner', 'Viktor', 'Corki', 'Gnar', 'Braum']"
LOLTMNT03_182440,15.01,LVP SL,Blue,Red,Blue,"['Skarner', 'Ezreal', 'Gragas', 'Yone', 'Poppy']","['Vi', 'Varus', 'Ahri', 'Ambessa', 'Rakan']","['Kalista', 'Gnar', 'Aurora', ""K'Sante"", 'Maokai']","['Ashe', 'Ivern', 'Corki', 'Sylas', 'Akali']"
LOLTMNT03_183380,15.01,LVP SL,Blue,Red,Red,"['Skarner', 'Corki', 'Orianna', 'Ambessa', 'Nautilus']","['Varus', 'Ornn', 'Syndra', 'Lee Sin', 'Taric']","['Maokai', 'Rell', 'Nocturne', 'Wukong', 'Viego']","['Kalista', 'Aurora', 'Viktor', 'Leona', ""K'Sante""]"
LOLTMNT03_182503,15.01,LVP SL,Blue,Red,Red,"['Corki', 'Ivern', 'Ziggs', 'Gnar', 'Nautilus']","['Varus', 'Skarner', 'Rell', 'Syndra', 'Jayce']","['Vi', 'Kalista', 'Pyke', 'Orianna', 'Rumble']","['Aurora', 'Viktor', 'Caitlyn', 'Leona', ""K'Sante""]"
LOLTMNT03_182532,15.01,LVP SL,Blue,Red,Blue,"['Viktor', 'Nocturne', 'Ezreal', 'Rakan', 'Ambessa']","['Varus', 'Wukong', 'Azir', 'Leona', ""K'Sante""]","['Rumble', 'Maokai', 'Vi', 'Rell', 'Renekton']","['Skarner', 'Yone', 'Corki', 'Alistar', 'Braum']"
LOLTMNT03_183532,15.01,LCK,Blue,Red,Blue,"['Skarner', ""K'Sante"", 'Yone', 'Miss Fortune', 'Rell']","['Viktor', 'Corki', 'Sejuani', 'Leona', 'Jayce']","['Ashe', 'Varus', 'Aurora', 'Ambessa', 'Jax']","['Kalista', 'Rumble', 'Azir', 'Ziggs', ""Kai'Sa""]"
LOLTMNT03_183538,15.01,LCK,Blue,Red,Blue,"['Aurora', 'Wukong', ""Kai'Sa"", 'Galio', 'Poppy']","['Rumble', 'Viego', 'Taliyah', 'Rakan', 'Xayah']","['Azir', 'Ashe', 'Varus', 'Nautilus', 'Caitlyn']","['Nocturne', 'Vi', 'Kalista', 'Ornn', 'Ambessa']"
11718-11718_game_1,15.01,LPL,Blue,Red,Red,"['Ashe', 'Braum', ""K'Sante"", 'Wukong', 'Akali']","['Aurora', 'Vi', 'Varus', 'Rell', 'Ambessa']","['Orianna', 'Poppy', 'Kalista', 'Rakan', 'Jayce']","['Skarner', 'Rumble', 'Nocturne', 'Zyra', 'Viktor']"
LOLTMNT03_183544,15.01,LCK,Blue,Red,Red,"['Varus', 'Nautilus', 'Renekton', 'Brand', 'Yasuo']","['Xin Zhao', 'Renata Glasc', 'Kalista', 'Gragas', 'Ambessa']","['Nocturne', 'Lee Sin', 'LeBlanc', 'Orianna', 'Ornn']","['Vi', 'Azir', 'Ashe', 'Nidalee', 'Zyra']"
11718-11718_game_2,15.01,LPL,Blue,Red,Blue,"['Kalista', 'Galio', 'Neeko', 'Sylas', 'Viego']","['Rumble', 'Viktor', 'Miss Fortune', 'Nautilus', 'Lee Sin']","['Orianna', 'LeBlanc', 'Xin Zhao', 'Leona', 'Poppy']","['Skarner', 'Zyra', 'Yone', 'Nocturne', 'Renata Glasc']"
11718-11718_game_3,15.01,LPL,Blue,Red,Blue,"['Corki', 'Rakan', 'Jax', 'Pantheon', 'Ahri']","['Xin Zhao', 'Leona', 'Gragas', 'Ezreal', 'Taliyah']","['Yone', 'Jayce', 'Nocturne', 'Jinx', 'Jhin']","['Skarner', 'Orianna', 'Caitlyn', 'Sejuani', 'Zyra']"
LOLTMNT03_183585,15.01,LCK,Blue,Red,Blue,"['Kalista', 'Ambessa', 'Renata Glasc', 'Akali', 'Wukong']","['Yone', 'Sejuani', 'Ziggs', 'Jayce', 'Alistar']","['Varus', 'Aurora', 'Corki', 'Leona', 'Nautilus']","['Skarner', 'Vi', ""K'Sante"", 'Rumble', 'Maokai']"
11718-11718_game_4,15.01,LPL,Blue,Red,Red,"['Orianna', 'Kindred', 'Xayah', 'Udyr', 'Bard']","['Jinx', 'Nocturne', 'Syndra', 'Blitzcrank', 'Gnar']","['Caitlyn', 'Draven', 'Jayce', 'Thresh', 'Renekton']","['Yone', 'Skarner', 'Maokai', 'Alistar', 'Ornn']"
LOLTMNT03_182705,15.01,LCK,Blue,Red,Blue,"[""K'Sante"", 'Viktor', 'Xin Zhao', 'Xayah', 'Rakan']","['Nocturne', 'Aurora', 'Orianna', ""Kai'Sa"", 'Rell']","['Rumble', 'Poppy', 'Jax', 'Caitlyn', 'Varus']","['Skarner', 'Vi', 'Corki', 'Ezreal', 'Ashe']"
LOLTMNT03_182729,15.01,LCK,Blue,Red,Blue,"['Ashe', 'Jax', 'Braum', 'Ivern', 'Smolder']","['Corki', 'Nidalee', 'Ezreal', 'Sion', 'Blitzcrank']","['Leona', 'Nautilus', 'Rumble', 'Gragas', 'Maokai']","['Skarner', 'Vi', 'Kindred', 'Lee Sin', 'Viego']"
LOLTMNT06_95254,15.01,NLC,Blue,Red,Blue,"['Corki', 'Galio', 'Jarvan IV', ""Cho'Gath"", 'Rell']","['Varus', 'Vi', 'Viktor', ""K'Sante"", 'Alistar']","['Poppy', 'Kalista', 'Skarner', 'Renata Glasc', 'Braum']","['Wukong', 'Gragas', 'Syndra', 'Akali', 'Rakan']"
LOLTMNT03_183723,15.01,LVP SL,Blue,Red,Red,"['Viktor', ""K'Sante"", 'Ezreal', 'Wukong', 'Leona']","['Varus', 'Maokai', 'Vi', 'Taliyah', 'Braum']","['Nocturne', 'Ashe', 'Yone', 'Orianna', 'Ahri']","['Kalista', 'Skarner', 'Aurora', 'Kindred', 'Xin Zhao']"
LOLTMNT03_183750,15.01,LVP SL,Blue,Red,Red,"['Corki', 'Rumble', 'Rell', 'Azir', 'Nocturne']","['Varus', 'Wukong', 'Orianna', 'Rakan', 'Galio']","['Poppy', 'Viktor', 'Caitlyn', ""K'Sante"", 'Alistar']","['Kalista', 'Skarner', 'Aurora', 'Vi', 'Sejuani']"
LOLTMNT06_96247,15.01,NLC,Blue,Red,Red,"['Viktor', 'Wukong', 'Ezreal', 'Braum', ""K'Sante""]","['Varus', 'Vi', 'Xerath', 'Jayce', 'Karma']","['Corki', 'Maokai', 'Sejuani', 'Rakan', 'Rell']","['Draven', 'Kalista', 'Skarner', 'Rumble', 'Ambessa']"
LOLTMNT03_183778,15.01,LVP SL,Blue,Red,Blue,"['Kalista', 'Renata Glasc', 'Sejuani', 'Rumble', 'Yone']","['Ashe', 'Maokai', 'Seraphine', 'Nocturne', 'Akali']","['Vi', 'Aurora', 'Varus', 'Xin Zhao', 'Wukong']","['Skarner', 'Caitlyn', 'Corki', ""K'Sante"", 'Sylas']"
LOLTMNT06_96258,15.01,NLC,Blue,Red,Red,"['Wukong', ""K'Sante"", 'Xayah', 'Nautilus', 'Ryze']","['Galio', 'Ezreal', 'Poppy', 'Viego', 'Alistar']","['Jinx', 'Sion', 'Viktor', 'Braum', 'Rakan']","['Skarner', 'Corki', 'Kalista', 'Orianna', 'Syndra']"
LOLTMNT03_182901,15.01,LVP SL,Blue,Red,Red,"['Varus', ""K'Sante"", 'Orianna', 'Renata Glasc', 'Wukong']","['Corki', 'Nocturne', 'Camille', 'Sylas', 'Rakan']","['Aurora', 'Caitlyn', 'Ambessa', 'Galio', 'LeBlanc']","['Ornn', 'Skarner', 'Viktor', 'Rell', 'Kindred']"
LOLTMNT06_96262,15.01,NLC,Blue,Red,Red,"['Aurora', 'Sejuani', 'Yone', 'Miss Fortune', 'Nautilus']","['Ashe', 'Vi', 'Cassiopeia', 'Gnar', 'Braum']","['Kalista', 'Viktor', 'Varus', 'Poppy', ""K'Sante""]","['Maokai', 'Skarner', 'Corki', 'Ezreal', 'Xayah']"
LOLTMNT03_183815,15.01,LVP SL,Blue,Red,Blue,"['Maokai', 'Rell', 'Miss Fortune', 'Syndra', 'Viego']","['Varus', 'Ivern', 'Braum', 'Rumble', 'Ezreal']","['Aurora', 'Nocturne', 'Viktor', 'Yone', 'Yasuo']","['Wukong', 'Corki', 'Skarner', 'Orianna', 'Azir']"
LOLTMNT06_96264,15.01,NLC,Blue,Red,Blue,"['Kalista', 'Rumble', 'Vi', 'Nautilus', 'Aurora']","['Ezreal', ""K'Sante"", 'Volibear', 'Rell', 'Ryze']","['Corki', 'Viego', 'Wukong', 'Poppy', 'Alistar']","['Draven', 'Skarner', 'Viktor', 'Renata Glasc', 'Leona']"
LOLTMNT03_184010,15.01,LCKC,Blue,Red,Blue,"['Vi', 'Ambessa', 'Taliyah', 'Corki', 'Nautilus']","['Rumble', 'Xin Zhao', 'Varus', 'Yone', 'Rell']","[""K'Sante"", 'Poppy', 'Sejuani', 'Sylas', 'Renata Glasc']","['Skarner', 'Kalista', 'Viktor', 'Ashe', 'Ezreal']"
LOLTMNT03_184011,15.01,LCKC,Blue,Red,Blue,"['Varus', 'Vi', 'Rumble', 'Ahri', 'Rell']","['Jayce', 'Sejuani', 'Ezreal', 'Corki', 'Braum']","['Poppy', 'Aurora', 'Viktor', 'Sylas', 'Azir']","['Skarner', 'Kalista', 'Zyra', 'Neeko', 'Orianna']"
LOLTMNT03_184009,15.01,LCKC,Blue,Red,Blue,"['Azir', 'Kalista', 'Sejuani', 'Leona', 'Jax']","['Rumble', 'Yone', 'Vi', 'Varus', 'Braum']","['Viego', ""K'Sante"", 'Corki', 'Ashe', 'Poppy']","['Zyra', 'Viktor', 'Skarner', 'Renata Glasc', 'Neeko']"
LOLTMNT03_183923,15.01,LCKC,Blue,Red,Red,"['Viktor', 'Viego', 'Renekton', 'Miss Fortune', 'Leona']","[""K'Sante"", 'Nocturne', 'Orianna', ""Kai'Sa"", 'Rakan']","['Poppy', 'Jayce', 'Ashe', 'Caitlyn', 'Ezreal']","['Skarner', 'Sejuani', 'Kalista', 'Azir', 'Xayah']"
LOLTMNT03_183925,15.01,LCKC,Blue,Red,Red,"['Ashe', 'Maokai', 'Azir', 'Viego', 'Renata Glasc']","['Jhin', ""K'Sante"", 'Sylas', 'Xin Zhao', 'Pyke']","['Kalista', 'Ambessa', 'Miss Fortune', 'Wukong', 'Neeko']","['Skarner', 'Viktor', 'Aurora', 'Leona', 'Poppy']"
LOLTMNT03_184034,15.01,LCKC,Blue,Red,Red,"['Aurora', ""K'Sante"", 'Ezreal', 'Lee Sin', 'Rell']","['Orianna', 'Xin Zhao', 'Ambessa', 'Corki', 'Rakan']","['Nocturne', 'Zyra', 'Skarner', 'Poppy', ""Kai'Sa""]","['Viego', 'Viktor', 'Ashe', ""Kha'Zix"", 'Wukong']"
LOLTMNT03_184086,15.01,LCK,Blue,Red,Red,"['Rumble', 'Corki', 'Maokai', ""Kai'Sa"", 'Leona']","['Ashe', 'Yone', 'Zyra', 'Renekton', 'Braum']","[""K'Sante"", 'Ambessa', 'Skarner', 'Jax', 'Ornn']","['Kalista', 'Jayce', 'Vi', 'Varus', 'Ezreal']"
LOLTMNT03_183991,15.01,LCK,Blue,Red,Blue,"[""K'Sante"", 'Wukong', 'Taliyah', 'Zeri', 'Rell']","['Xin Zhao', 'Caitlyn', 'Jayce', 'Viktor', 'Poppy']","['Sejuani', 'Ambessa', 'Skarner', 'Azir', 'Aurora']","['Kalista', 'Varus', 'Vi', 'Rakan', 'Ezreal']"
11719-11719_game_1,15.01,LPL,Blue,Red,Red,"['Varus', ""K'Sante"", 'Aurora', 'Lee Sin', 'Rell']","['Jayce', 'Corki', 'Akali', 'Wukong', 'Rakan']","['Ashe', 'Kalista', 'Viktor', 'Leona', 'Nocturne']","['Skarner', 'Rumble', 'Vi', 'Renata Glasc', 'Poppy']"
LOLTMNT03_184105,15.01,LCK,Blue,Red,Blue,"['Sejuani', 'Jax', 'Azir', 'Jinx', 'Lulu']","['Ambessa', 'Rakan', 'Xayah', 'Akali', 'Jarvan IV']","['Viego', 'Nocturne', 'Varus', 'Lee Sin', 'Sylas']","['Skarner', 'Vi', 'Kalista', 'Ezreal', 'Lucian']"
11719-11719_game_2,15.01,LPL,Blue,Red,Red,"['Yone', 'Sejuani', 'Udyr', 'Jinx', 'Braum']","['Miss Fortune', 'Sylas', 'Xin Zhao', 'Ambessa', 'Bard']","['Ashe', 'Viktor', 'Kalista', 'Renekton', 'Leona']","['Skarner', 'Vi', 'Rumble', ""Kai'Sa"", 'Draven']"
LOLTMNT03_185025,15.01,LCK,Blue,Red,Blue,"['Nidalee', 'Ezreal', 'Leona', 'Ambessa', 'Jayce']","['Ashe', 'Zyra', 'Yone', 'Rell', 'Gragas']","['Kalista', 'Sejuani', 'Varus', 'Braum', 'Poppy']","['Vi', 'Skarner', ""K'Sante"", 'LeBlanc', 'Jax']"
11719-11719_game_3,15.01,LPL,Blue,Red,Red,"['Rumble', 'Ahri', 'Viego', 'Xayah', 'Leona']","['Galio', 'Nocturne', 'LeBlanc', ""Kai'Sa"", 'Alistar']","['Ashe', 'Viktor', 'Kalista', 'Poppy', 'Caitlyn']","['Skarner', 'Vi', 'Draven', 'Jhin', 'Renata Glasc']"
LOLTMNT03_185042,15.01,LCK,Blue,Red,Blue,"[""K'Sante"", 'Varus', 'Renata Glasc', 'Viktor', 'Xin Zhao']","['Rumble', 'Wukong', 'Corki', 'Rakan', 'Xerath']","['Maokai', 'Poppy', 'Vi', 'Aurora', 'Elise']","['Kalista', 'Azir', 'Skarner', 'Nocturne', 'Sejuani']"
LOLTMNT03_185067,15.01,LCK,Blue,Red,Blue,"['Vi', 'Ahri', 'Jinx', 'Sion', 'Braum']","['Poppy', 'Azir', 'Jax', 'Jhin', 'Bard']","['Kalista', 'Caitlyn', 'Aurora', 'Xayah', 'Sejuani']","['Maokai', ""Kai'Sa"", 'Skarner', 'Gnar', 'Lulu']"
LOLTMNT03_184314,15.01,LVP SL,Blue,Red,Red,"['Varus', 'Wukong', ""K'Sante"", 'Lux', 'Nautilus']","['Kalista', 'Skarner', 'Viktor', 'Gnar', 'Leona']","['Rell', 'Vi', 'Corki', 'Pyke', 'Renata Glasc']","['Aurora', 'Nocturne', 'Ambessa', 'Akali', 'Taliyah']"
LOLTMNT06_95284,15.01,NLC,Blue,Red,Red,"['Wukong', 'Rell', 'Ezreal', 'Orianna', 'Ornn']","['Viktor', 'Viego', 'Xayah', 'Braum', 'Fiora']","[""K'Sante"", 'Ashe', 'Varus', 'Rakan', 'Alistar']","['Draven', 'Corki', 'Skarner', 'Galio', 'Gnar']"
LOLTMNT03_184350,15.01,LVP SL,Blue,Red,Red,"['Corki', 'Sejuani', 'Sylas', 'Rakan', ""K'Sante""]","['Ashe', 'Viktor', 'Poppy', 'Jax', 'Nautilus']","['Maokai', 'Vi', 'Varus', 'Wukong', 'Renata Glasc']","['Nocturne', 'Skarner', 'Ezreal', 'Ambessa', 'Jayce']"
LOLTMNT06_95291,15.01,NLC,Blue,Red,Red,"[""K'Sante"", 'Ezreal', 'Jarvan IV', 'Leona', 'Hwei']","['Rumble', 'Varus', 'Viego', 'Rell', 'Orianna']","['Corki', 'Kalista', 'Viktor', 'Syndra', 'Ahri']","['Skarner', 'Jayce', 'Aurora', 'Galio', 'Akali']"
LOLTMNT03_184375,15.01,LVP SL,Blue,Red,Red,"['Corki', 'Xin Zhao', 'Orianna', 'Alistar', 'Rumble']","['Viktor', ""K'Sante"", 'Varus', 'Rell', 'Jax']","['Vi', 'Maokai', 'Sejuani', 'Renata Glasc', 'Viego']","['Skarner', 'Nocturne', 'Wukong', 'Rakan', 'Leona']"
LOLTMNT06_95294,15.01,NLC,Blue,Red,Blue,"['Skarner', 'Draven', 'Viktor', 'Nautilus', 'Gnar']","['Maokai', 'Jinx', 'Hwei', 'Wukong', 'Leona']","['Ashe', 'Orianna', ""K'Sante"", 'Braum', 'Bard']","['Irelia', 'Ambessa', 'Corki', 'Renata Glasc', 'Sylas']"
LOLTMNT06_95295,15.01,NLC,Blue,Red,Red,"['Corki', 'Amumu', 'Orianna', 'Gnar', 'Leona']","['Varus', 'Wukong', ""K'Sante"", 'Hwei', 'Braum']","['Swain', 'Viego', 'Ekko', 'Syndra', 'Galio']","['Rumble', 'Viktor', 'Skarner', 'Aatrox', 'Renekton']"
LOLTMNT03_184416,15.01,LVP SL,Blue,Red,Blue,"['Varus', 'Nocturne', 'Orianna', 'Ambessa', 'Alistar']","['Miss Fortune', 'Vi', 'Rell', 'Azir', 'Gnar']","['Rumble', 'Kalista', 'Corki', 'Ahri', 'Renekton']","['Aurora', 'Skarner', ""K'Sante"", 'Braum', 'Poppy']"
LOLTMNT03_185307,15.01,LVP SL,Blue,Red,Red,"['Corki', 'Skarner', 'Ambessa', 'Ahri', 'Nautilus']","['Sion', 'Rell', 'Yone', 'Brand', 'Xayah']","['Ornn', 'Maokai', 'Nocturne', 'Zyra', 'Ziggs']","['Aurora', 'Ivern', 'Viktor', 'LeBlanc', 'Akali']"
